Im_m,Im_val,Re_m,Re_val
0.03771647233691988,-0.003356169282917598,0.03771647233691988,1.0008575280495366
0.06193237149797043,-0.003356169282917598,0.06193237149797043,1.0065832268939925
0.08614827065902092,-0.003356169282917598,0.08614827065902092,1.015633525067487
0.11036416982007152,-0.003356169282917598,0.11036416982007152,1.027639022644572
0.13458006898112201,-0.003356169282917598,0.13458006898112201,1.0438926193643174
0.15879596814217262,-0.003356169282917598,0.15879596814217262,1.0653178150403453
0.1830118673032231,-0.003356169282917598,0.1830118673032231,1.0917299097099318
0.2072277664642737,-0.003356169282917598,0.2072277664642737,1.1262688027393908
0.2314436656253242,-0.003356169282917598,0.22924222024704694,1.1675800277354105
0.2556595647863748,-0.003356169282917598,0.24685378327326551,1.2107294571223537
0.2784745441612489,0.004401229151506314,0.26153008579511433,1.2559589598990262
0.2877377688698443,0.06339967438746585,0.2720131590250063,1.2983827822895524
0.2952855815953665,0.10906454136198862,0.27767401856914803,1.3444733387019734
0.30629280848675317,0.16202417734049246,0.28525677487210327,1.4019027137784073
0.31840075806727847,0.21268122045036586,0.30629280848675317,1.448016137805261
0.32995834630323434,0.2627964770029141,0.33050870764780366,1.4820009309465467
0.34057245794850005,0.3118475099607172,0.35472460680885426,1.5036108265852992
0.3505968967245842,0.36082598221887885,0.37894050596990475,1.5087824255415818
0.36108433790165545,0.40840161428396704,0.40315640513095535,1.492898228747285
0.37013472445679546,0.4550460507036531,0.4262715816028672,1.4578421758221978
0.3791851110119356,0.5018597954225033,0.44608459000736306,1.411214670232428
0.3897031278192606,0.5519750519750519,0.46149470765530437,1.3670252041506201
0.3987535143744007,0.598534834245156,0.4747033799249683,1.3226664297696482
0.40755929588751,0.6427243003269638,0.48791205219463224,1.274582872807068
0.4163650774006193,0.6869137664087719,0.5000200017751575,1.2246030628938507
0.4254154639557593,0.7334735486788759,0.511027228666544,1.177467632406589
0.4359334807630844,0.782685827635883,0.5198330101796533,1.1407164442680533
0.44404039072753415,0.8296406626040365,0.5297395143819013,1.0910526765132758
0.4537896488313337,0.8770469863699608,0.5418474639624267,1.0393120602887527
0.4647968757227204,0.9287876025944837,0.5528546908538132,0.9889259104575419
0.47690482530324557,0.9779547326717137,0.5638619177451998,0.938539760626331
0.4901134975729095,1.0287472224209182,0.5748691446365863,0.8873409309591327
0.5033221698425734,1.0751376963918582,0.5858763715279731,0.8377674609639092
0.5187322874905147,1.1199197415207403,0.5968835984193597,0.7881939909686857
0.5385452958950105,1.1658869447437703,0.6078908253107462,0.7402458806454366
0.5616604723669225,1.20254988734456,0.618898052202133,0.6943294699121556
0.5858763715279731,1.224529182908761,0.6299052790935196,0.6484130591788746
0.6100922706890237,1.2300701817904924,0.6409125059849061,0.6049346879535558
0.6343081698500741,1.224529182908761,0.6519197328762927,0.5622689965642238
0.6585240690111247,1.206059186636323,0.6640276824568181,0.5170975423472646
