Im_m,Im_val,Re_m,Re_val
0.6827399681721753,1.1789082921158391,0.6772363547264819,0.47240015136796476
0.7069558673332259,1.1464010986763484,0.690445026996146,0.4273641437903368
0.7311717664942763,1.1076141065042284,0.7047544219549484,0.3812155388182026
0.7553876656553269,1.0632861154503772,0.7201645396028897,0.3350669338460679
0.7774021194381002,1.0199431908643892,0.735574657250831,0.29124027126246865
0.7972151278425961,0.9756972886828601,0.752085497587911,0.2467968427319147
0.8159274135579533,0.9291939425124773,0.7696970606141296,0.20235341420136077
0.8324382538950332,0.8839160659360434,0.7873086236403481,0.1584179105682988
0.8467476488538357,0.8404763937505335,0.8060209093557054,0.1149338957330075
0.8599563211234997,0.7940859197795933,0.8258339177602012,0.07001076035482212
0.8720642707040249,0.7459346394973474,0.845646926164697,0.027796557763261287
0.8830714975954115,0.6935167900761683,0.8665606572583318,-0.015546366822726476
0.8907765564193821,0.6467876995069002,0.8896758337302435,-0.06190605746654576
0.8994250918340432,0.5988976377433646,0.9138917328912941,-0.09736845030962682
0.9061866740673234,0.553329518368364,0.9381076320523447,-0.08850285209885689
0.9116902875130168,0.5114765068150193,0.9491148589437313,-0.04805356026221741
0.9182946236478486,0.4639347364097639,0.9623235312133951,0.09238767389433322
0.9248989597826807,0.41192322690657845,0.9601220858351178,0.03592335612313402
0.9289349429761893,0.3582863577314186,0.9645249765916726,0.15471005881660682
0.9333378337327438,0.3091869509738543,0.9670409141668466,0.2140356868436779
0.9377407244892986,0.2583944612246498,0.9689278673482271,0.27823739388667246
0.9421436152458531,0.20286133909885273,0.9708148205296079,0.34232300381024006
0.9465465060024079,0.14224896799813536,0.9733307581047819,0.4210150825716863
0.9488003667468345,0.08139472789861246,0.9755322034830591,0.5027909910679054
0.9535177497002858,0.009087990705637594,0.9782228589453978,0.6196983716406577
0.9582351326537373,-0.07069249855043402,0.9769998337352439,0.5587473839416124
0.9601220858351178,-0.13094690353291893,0.9799350942396137,0.7600549516476263
0.9623235312133951,-0.17889501385616846,0.978834371550475,0.6965643394611207
0.9645249765916726,-0.2231860649174746,0.9755322034830591,0.667104695406582
0.9890160564250077,-0.048561485159709594,0.9821365396178912,0.9233890865411396
0.988740875752723,-0.10250310927336459,0.9810358169287525,0.8641795556334955
0.9876401530635843,-0.14659099037567414,0.9810358169287525,0.8194821646541957
0.9876401530635843,-0.19128838135497395,0.9832372623070298,1.0693812142202817
0.9906278289341037,0.14989202836039683,0.9832372623070298,1.0246838232409818
0.9898415984418618,0.09111786165060298,0.9832372623070298,0.9799864322616818
0.9898415984418618,0.04642047067130317,0.988740875752723,1.5163551240132813
0.990208506004908,0.004770629076955135,0.988740875752723,1.4716577330339815
0.9891811648283786,-0.25284887893100993,0.9920430438201391,1.4142622196173802
0.9931437665092777,0.25797119047673966,0.988740875752723,1.3822629510753814
0.9924099513831852,0.1998137897139005,1.0067193463419877,1.0951160756932121
0.9958344219716164,0.3995975827274383,1.0103884219724502,1.0304403054125584
0.9942444891984163,0.3318742630618323,1.015525127855097,0.9745685666884334
0.9909423211310004,0.3095255675721824,1.0236495096082634,0.9167135021741013
0.9975466572658322,0.501376057424892,1.0294676152508535,0.8784014527632729
0.995345211887555,0.4558079380498914,1.0426762875205173,0.8113553662943229
0.9993811950810636,0.5672127988998132,1.0547842371010427,0.7601565366271246
1.0041509934006643,0.6293731315928872,1.066892186681568,0.7131565527791941
1.008553884157219,0.6878280312242575,1.080100858951232,0.667104695406582
1.0161016968827412,0.7376336954583345,1.0944102539100344,0.61979511924018
1.02302052521447,0.7852335144233034,1.1098203715579757,0.5724855430737783
1.0308828301368889,0.8270284774169345,1.125230489205917,0.5266271809002108
1.0393741194531014,0.8751507334193236,1.1406406068538582,0.48222003271947766
1.0514820690336266,0.9234374603409008,1.1560507245017995,0.4383933701358784
1.0657914639924293,0.9715693911032424,1.1714608421497408,0.3925350079623109
1.0823023043295092,1.0183347620223313,1.1857702371085435,0.3488050929782338
1.1010145900448665,1.0621573934559505,1.1989789093782073,0.30580078499057395
1.121928321138501,1.1055454669217153,1.2121875816478713,0.260764777412946
1.145043497610413,1.148617498229041,1.2253962539175351,0.21369707024534979
1.1692593967714635,1.1909137896929238,1.2375042034980603,0.16893195594638422
1.193475295932514,1.228407882125973,1.2485114303894471,0.12545358472106516
1.2176911950935645,1.2616538754163613,1.2595186572808337,0.08075619374176535
1.241907094254615,1.2882506700486722,1.2705258841722202,0.0340271031724968
1.2661229934156657,1.3046889667311419,1.2815331110636068,-0.014327347068745944
1.290338892576716,1.30376546691752,1.2925403379549936,-0.06390081706396922
1.3145547917377667,1.2738440729561704,1.3035475648463801,-0.1138806269771866
1.3354685228314012,1.229885481827768,1.3145547917377667,-0.1650794566443845
1.3530800858576197,1.1856960157459602,1.3255620186291532,-0.21302756696763359
1.3695909261946997,1.1404906998691682,1.3376699682096787,-0.2590117010205799
1.385001043842641,1.0978250084798362,1.351979363168481,-0.30578916538960943
1.4004111614905823,1.0551593170905045,1.368490203505561,-0.35331642365493643
1.4158212791385234,1.0124936257011727,1.3872024892209183,-0.3981831229334003
1.4323321194756033,0.9677962347218727,1.4092169430036916,-0.4414644808651471
1.449943682501822,0.9210671441526046,1.433432842164742,-0.4782197734472984
1.4675552455280405,0.8750999409295745,1.4576487413257926,-0.5053706679677821
1.485166808554259,0.8311644372965126,1.4818646404868432,-0.5251335639792911
1.5038790942696163,0.7869749712147047,1.5060805396478938,-0.538431961295446
1.5236921026741124,0.7420518358365193,1.5302964388089442,-0.5465587596553187
1.5446058337677468,0.6973770192971078,1.5545123379699948,-0.5498833589843581
1.5677210102396588,0.6528827982768048,1.5787282371310454,-0.5498833589843581
1.5919369094007094,0.6081854072975048,1.6029441362920958,-0.548036359357114
1.6161528085617598,0.5647809160572754,1.6271600354531466,-0.5434188602890044
1.6403687077228102,0.5263633238106045,1.651375934614197,-0.5369543615936516
1.664584606883861,0.4909009309675234,1.6755918337752473,-0.5295663630846761
1.6888005060449114,0.45783963763985946,1.6998077329362982,-0.5210701647993545
1.7130164052059618,0.4273641437903368,1.7240236320973485,-0.51201986662586
1.7372323043670126,0.39947444941895527,1.748239531258399,-0.5011225688251217
1.761448203528063,0.37380115460026664,1.7724554304194498,-0.4904099709871077
1.7856641026891138,0.34979015944609726,1.7966713295805001,-0.47988207311181785
1.8098800018501642,0.32781086388189595,1.820887228741551,-0.468800075348355
1.8340959010112146,0.3071244680567655,1.8451031279026013,-0.4588262773612386
1.8583118001722654,0.28846977182160294,1.8693190270636517,-0.44829837948594875
1.8825276993333158,0.2705538754373382,1.8935349262247025,-0.43832458149883236
1.9067435984943661,0.25411557875486834,1.917750825385753,-0.42798138358626714
1.930959497655417,0.23915488177419353,1.9419667245468033,-0.4180075855991503
1.9551753968164673,0.22474828468169172,1.9661826237078541,-0.4076643876865855
1.9793912959775177,0.2112651874028122,1.9903985228689045,-0.3982446895876417
2.0036071951385686,0.1992596898257275,2.014614422029955,-0.38845559156324994
2.027823094299619,0.1876235921740914,2.0388303211910057,-0.37903589346430655
2.0520389934606698,0.177095694298802,2.063046220352056,-0.36961619536536316
2.07625489262172,0.16675249638623657,2.087262119513107,-0.36038119722914397
2.1004707917827705,0.15770219821274178,2.1114780186741573,-0.3518849989438224
2.1246866909438213,0.14920599992742045,2.1356939178352077,-0.3430194007330525
2.1489025901048717,0.1408945016048233,2.1599098169962585,-0.3341538025222821
2.173118489265922,0.13350650309584822,2.184125716157309,-0.3258423041996852
2.197334388426973,0.12667260447504614,2.2083416153183593,-0.31808490576526127
2.2215502875880233,0.12002340581696846,2.23255751447941,-0.3101428073681127
2.245766186749074,0.11411300700978844,2.2567734136404605,-0.3022007089709642
2.2699820859101245,0.10838730816533237,2.280989312801511,-0.2949974104247133
2.294197985071175,0.10284630928360095,2.3052052119625617,-0.2877941118784628
2.3184138842322257,0.09804411025276716,2.329421111123612,-0.28096021325766074
2.342629783393276,0.09342661118465756,2.353637010284663,-0.27431101459958285
2.3668456825543265,0.0888091121165484,2.3778529094457133,-0.26747711597878077
2.3910615817153773,0.08474571293661182,2.4020688086067636,-0.26193611709704934
2.4152774808764277,0.08068231375667567,2.4262847077678145,-0.2556563183644207
2.439493380037478,0.0769883145021879,2.450500606928865,-0.2504847194081381
2.463709279198529,0.07292491532225132,2.4747165060899152,-0.24420492067550903
2.4879251783595793,0.06941561603048818,2.498932405250966,-0.23940272164467524
2.51214107752063,0.06590631673872505,2.5231483044120164,-0.234600522613841
2.5363569766816805,0.06332051726058374,2.544062035505651,-0.2309065233593537
2.5495656489513445,0.06165821759606427,0.983634797588286,1.12241653418124
0.9664082687338502,-0.2734499205087446,0.983634797588286,1.2114467408585052
0.9698535745047374,-0.3306836248012721,0.9853574504737297,1.300476947535771
0.9715762273901809,-0.4038155802861687,0.9974160206718345,1.3354531001589822
0.9819121447028425,-0.47376788553259175,0.9991386735572783,1.2368839427662954
0.9853574504737297,-0.39745627980922116,1.0008613264427217,1.1701112877583464
0.9870801033591732,-0.321144674085851,,
